Participant,Stimulus_Name,Valence,Arousal,ibi mean normalize,ibi min normalize,ibi max normalize,ibi skew normalize,ibi kurtosis normalize,ibi std normalize
GRP09,A4_LP,0.539689,-0.048187,-0.007079,-0.1456073,0.28158906,0.67801188,0.40536875,0.08450127
GRP09,A_HN,-0.73332,0.078721,0.06472601,-0.2310466,0.2068297,-1.0768581,-0.0904384,0.11919304
GRP09,B_HN,-0.836817,0.145295,0.0826106,-0.177647,0.24954933,-0.5635292,-0.4935463,0.11987101
GRP09,C_LN,-0.375504,-0.212952,0.07714612,-0.3485256,0.19614979,-1.953443,6.68093069,0.08357326
GRP09,F_HN,-0.363064,0.239669,0.06328033,-0.1242475,0.23886942,-0.202319,-1.2714679,0.10354239
GRP09,G_HP,0.433666,0.228513,0.00868908,-0.177647,0.22818951,0.38439725,-0.5375682,0.0947617
GRP09,H_HP,0.490759,0.256515,0.08235904,-0.2524064,0.24954933,-1.2706757,1.10735841,0.10737125
GRP09,J_Ne,0.169968,-0.208658,0.01560214,-0.1990068,0.27090915,-0.1374172,-0.5960266,0.10043457
GRP09,K_Ne,0.121621,-0.238935,0.01872782,-0.1242475,0.16411006,0.00303368,-1.2001782,0.07581997
GRP09,M_LN,-0.500817,-0.132377,0.05425194,-0.1669671,0.22818951,-0.4152577,-1.0567821,0.10243401
GRP09,N_LN,-0.580262,-0.0912,0.06386023,-0.2310466,0.23886942,-0.915218,0.37925599,0.10486787
GRP09,O_LN,-0.425697,-0.206529,0.06217377,-0.1669671,0.21750961,-0.8550786,-0.3203772,0.0917122
GRP09,P_HP,0.431042,0.252239,0.10034903,-0.2203667,0.31362879,-0.6273167,-0.835372,0.15346715
GRP09,Q_HP,0.511847,0.249652,0.08938669,-0.1990068,0.2068297,-1.1763603,0.66581803,0.10759918
GRP09,U_Ne,0.272347,-0.181206,0.0008871,-0.2203667,0.18546988,-0.3060332,-1.3616235,0.12685421
GRP09,V_Ne,0.1861,-0.194271,0.0556616,-0.1562872,0.15343015,-1.2935696,1.11960776,0.07232395
GRP09,W_HN,-0.702174,0.069143,0.065624,-0.1562872,0.21750961,-0.5233301,-0.9941305,0.10229968
GRP10,A1_LP,0.101708,-0.181684,-0.0032562,-0.5221199,0.26912419,-1.1284409,1.6010836,0.16184406
GRP10,A2_LP,0.121461,-0.057192,0.0785767,-0.0834103,0.28479239,0.3767375,-0.8649974,0.09015891
GRP10,A3_LP,0.086522,0.231793,0.04677119,-0.1147467,0.24562189,0.19972043,-1.3050602,0.09495086
GRP10,A4_LP,0.122843,-0.06305,0.01704474,-0.1147467,0.19861729,0.53842491,0.38548017,0.05546725
GRP10,A_HN,-0.166918,0.103003,0.06166897,-0.059908,0.29773293,0.31400879,-0.049319,0.05994624
GRP10,B_HN,-0.190475,0.190111,0.01851207,-0.1460831,0.31612879,0.65903357,-0.667527,0.12057206
GRP10,C_LN,-0.085472,-0.278636,0.07769698,-0.0677421,0.30046059,0.46744772,-0.4408289,0.08073425
GRP10,F_HN,-0.08264,0.313595,0.01840955,-0.1460831,0.14377859,-0.0714241,-0.9817,0.07192875
GRP10,G_HP,0.09871,0.298997,0.00909116,-0.1695854,0.33179699,1.39128692,1.29734797,0.11000907
GRP10,H_HP,0.111706,0.335636,-0.0064277,-0.1225808,0.10460809,-0.1732136,-1.0800075,0.05980277
GRP10,J_Ne,0.038688,-0.273018,0.09669181,-0.1069126,0.30046059,-0.1297999,-0.5899109,0.08130694
GRP10,K_Ne,0.027683,-0.312634,-0.0006079,-0.138249,0.15944679,0.38640432,-0.5073246,0.06733939
GRP10,M_LN,-0.113995,-0.173208,0.01601565,-0.138249,0.24562189,0.45934386,-0.9314362,0.09935959
GRP10,N_LN,-0.132079,-0.11933,0.05385329,-0.0990785,0.28479239,0.39345554,-0.8425011,0.09129537
GRP10,O_LN,-0.096897,-0.270233,0.00628598,-0.1852536,0.22995369,0.309691,-0.5368912,0.09254526
GRP10,P_HP,0.098113,0.330041,0.09168028,-0.0442398,0.30829469,0.40712223,0.20969053,0.06574872
GRP10,Q_HP,0.116506,0.326656,0.06755797,-0.138249,0.26912419,0.20481215,-0.4124183,0.0939691
GRP10,U_Ne,0.061991,-0.237099,-0.0114445,-0.1069126,0.19078319,0.69057575,1.39914279,0.05332433
GRP10,V_Ne,0.04236,-0.254194,-0.0608735,-0.1617513,0.12811039,0.92582285,-0.2588579,0.0695398
GRP10,W_HN,-0.159828,0.09047,-0.0066749,-0.5142858,0.24562189,-1.1892123,0.04156161,0.21423986
GRP11,A1_LP,0.17123,-0.233291,0.00821635,-0.0708897,0.09307097,0.0037318,-0.5747408,0.03869246
GRP11,A2_LP,0.204485,-0.073437,0.03222986,-0.0380975,0.1410924,0.61640913,-0.4161806,0.0413198
GRP11,A3_LP,0.145664,0.297633,0.09313275,-0.0162361,0.20237806,-0.2043412,0.1968888,0.0435652
GRP11,A4_LP,0.206812,-0.08096,0.0080136,-0.0490283,0.08214026,-0.0684706,-0.8772027,0.0292878
GRP11,A_HN,-0.281013,0.132261,0.06004429,-0.0818204,0.13679381,-1.4997934,2.15960146,0.04561409
GRP11,B_HN,-0.320674,0.244112,0.01487322,-0.0818204,0.18051664,0.35755486,-0.8660248,0.06054237
GRP11,C_LN,-0.143895,-0.357782,0.00659485,-0.1583354,0.1258631,-0.5236661,-0.8213987,0.06846748
GRP11,F_HN,-0.139129,0.402671,0.00719989,-0.0818204,0.08214026,-0.4744319,-0.1842892,0.03020289
GRP11,G_HP,0.166183,0.383926,0.00794294,-0.0708897,0.10400168,0.99023278,0.81771936,0.03411472
GRP11,H_HP,0.188062,0.430973,-0.0004433,-0.1364739,0.14772451,0.25247723,-0.4372801,0.05751154
GRP11,J_Ne,0.065133,-0.350568,0.00220731,-0.1255432,0.06027884,-1.1067593,1.38793904,0.03485168
GRP11,K_Ne,0.046606,-0.401437,-0.0343423,-0.1146125,0.04934813,0.11351252,-0.4807403,0.03843967
GRP11,M_LN,-0.191916,-0.222408,-0.0220692,-0.1255432,0.08214026,-0.2186228,-0.8746522,0.05029043
GRP11,N_LN,-0.22236,-0.153225,0.01763153,-0.059959,0.19144735,1.65698136,4.89697732,0.03825795
GRP11,O_LN,-0.16313,-0.346992,-0.0036405,-0.1692661,0.10400168,-0.8370209,-0.1359092,0.06624172
GRP11,P_HP,0.165178,0.423789,0.00446932,-0.1474046,0.11493239,-0.6414221,-0.4407124,0.06272025
GRP11,Q_HP,0.196143,0.419442,-0.0051107,-0.1364739,0.07120955,-1.0037111,0.96056202,0.04083064
GRP11,U_Ne,0.104365,-0.304446,-0.0089156,-0.1036818,0.07120955,-0.2209384,0.16725678,0.03350637
GRP11,V_Ne,0.071315,-0.326397,0.01701987,-0.1146125,0.11493239,-0.7628472,-0.2278885,0.05416768
GRP11,W_HN,-0.269078,0.116167,-0.0100812,-0.2129889,0.10400168,-0.6366834,0.36390645,0.05491753
ITA01,A1_LP,0.146768,-0.243582,-0.032525,-0.1023407,0.00802727,-0.969704,0.52969965,0.02693832
ITA01,A2_LP,0.175273,-0.076677,-0.0520684,-0.1759193,0.022743,-1.0740256,1.61449635,0.04381741
ITA01,A3_LP,0.124855,0.310762,-0.0750523,-0.2053508,0.03010086,0.01012896,-1.3627365,0.07544625
ITA01,A4_LP,0.177268,-0.084531,-0.054079,-0.1538457,-0.0066885,-0.8937451,-0.5142381,0.04005981
ITA01,A_HN,-0.240868,0.138095,-0.011538,-0.0757122,0.07424804,0.85155749,-0.0860931,0.03406389
ITA01,B_HN,-0.274863,0.25488,-0.0941616,-0.2642137,-0.028762,-1.4448957,1.71448265,0.05200414
ITA01,C_LN,-0.123339,-0.373565,-0.0473904,-0.0949828,-0.0066885,-0.0748835,-0.0026325,0.01881913
ITA01,F_HN,-0.119253,0.420434,-0.0469226,-0.13913,0.13199612,1.15240328,5.08060481,0.03376685
ITA01,G_HP,0.142443,0.400862,-0.0311018,-0.190635,0.03010086,-1.3570862,1.08111835,0.04771432
ITA01,H_HP,0.161196,0.449984,-0.0878847,-0.3672238,-0.0066885,-1.2044414,0.19793644,0.09799262
ITA01,J_Ne,0.055828,-0.366032,-0.0410551,-0.0655514,0.00066941,0.54844484,-0.2409244,0.015045
ITA01,K_Ne,0.039948,-0.419146,-0.089867,-0.1317721,0.00066941,1.18035558,0.15836479,0.03902195
ITA01,M_LN,-0.1645,-0.232219,-0.0598973,-0.1170564,-0.0214042,-0.7555165,1.71378656,0.01631015
ITA01,N_LN,-0.190594,-0.159984,-0.0874299,-0.2862873,0.03745872,-0.5130389,-0.9241396,0.08603971
ITA01,O_LN,-0.139826,-0.362298,-0.0207,-0.1023407,0.022743,-0.8918376,0.82178971,0.02558469
ITA01,P_HP,0.141581,0.442484,-0.1024312,-0.2625741,-0.0066885,-0.254418,-0.713967,0.06411393
ITA01,Q_HP,0.168123,0.437945,-0.0609737,-0.13913,-0.0140463,-0.2840469,-0.6869725,0.0309834
ITA01,U_Ne,0.089456,-0.317876,-0.1133594,-0.2184314,-0.0508356,-0.5962912,1.12376344,0.03277974
ITA01,V_Ne,0.061127,-0.340796,-0.0659424,-0.087625,-0.028762,0.42226084,-0.3243643,0.0137826
ITA01,W_HN,-0.230638,0.121292,-0.024808,-0.0729092,0.00802727,-0.4663705,-0.1364196,0.01816782
ITA02,A1_LP,0.19422,-0.202644,-0.0054433,-0.0887516,0.12415687,0.40839043,-0.3708341,0.04442014
ITA02,A2_LP,0.23194,-0.06379,-0.0448005,-0.1398497,0.01344445,-0.9438483,0.07754739,0.03606992
ITA02,A3_LP,0.165222,0.258534,-0.0291372,-0.0291372,-0.0291372,0,0,0
ITA02,A4_LP,0.23458,-0.070324,-0.0291372,-0.0291372,-0.0291372,0,0,0
ITA02,A_HN,-0.318743,0.114886,-0.0769972,-0.148366,0.01344445,0.0030232,0.08158284,0.03091856
ITA02,B_HN,-0.363729,0.212044,-0.0291372,-0.0291372,-0.0291372,0,0,0
ITA02,C_LN,-0.163215,-0.310782,-0.0217545,-0.2931438,0.07305883,-2.164966,6.77761818,0.05289887
ITA02,F_HN,-0.157809,0.349774,-0.0291372,-0.0291372,-0.0291372,0,0,3.47E-18
ITA02,G_HP,0.188496,0.333491,-0.0873478,-0.173915,0.03047713,0.39739814,-0.1135884,0.03510285
ITA02,H_HP,0.213312,0.374358,-0.1049695,-0.199464,-0.0035882,0.00722319,-0.925496,0.04598779
ITA02,J_Ne,0.073878,-0.304515,-0.0352141,-0.1568823,0.08157517,-0.3490422,-0.822005,0.06360556
ITA02,K_Ne,0.052863,-0.348702,-0.1192439,-0.173915,-0.0717189,-0.0921523,-1.0272663,0.02429607
ITA02,M_LN,-0.217684,-0.193191,-0.0291372,-0.0291372,-0.0291372,0,0,3.47E-18
ITA02,N_LN,-0.252215,-0.133097,-0.0036791,-0.1057843,0.06454249,-0.5578941,-0.2711572,0.03776234
ITA02,O_LN,-0.185032,-0.301409,-0.0291372,-0.0291372,-0.0291372,0,0,3.47E-18
ITA02,P_HP,0.187356,0.368118,-0.0291372,-0.0291372,-0.0291372,0,0,3.47E-18
ITA02,Q_HP,0.222478,0.364342,-0.0291372,-0.0291372,-0.0291372,0,0,0
ITA02,U_Ne,0.118378,-0.264452,-0.0291372,-0.0291372,-0.0291372,0,0,0
ITA02,V_Ne,0.08089,-0.28352,-0.0291372,-0.0291372,-0.0291372,0,0,0
ITA02,W_HN,-0.305205,0.100907,-0.0291372,-0.0291372,-0.0291372,0,0,3.47E-18
ITA03,A1_LP,0.03191,-0.217778,-0.0088411,-0.1284626,0.05147829,-1.1687061,1.46848736,0.03588775
ITA03,A2_LP,0.038108,-0.068554,-0.0948681,-0.1570794,-0.0354207,-0.1439882,0.31071941,0.02309764
ITA03,A3_LP,0.027146,0.277842,-0.0085508,-0.1483895,0.06016819,-1.1948026,-0.2007182,0.06199235
ITA03,A4_LP,0.038541,-0.075576,-0.0530802,-0.1657693,0.00802878,-1.2216191,0.42879678,0.04398702
ITA03,A_HN,-0.052369,0.123466,-0.0451257,-0.1136299,0.00802878,-0.2383925,0.33807636,0.02073149
ITA03,B_HN,-0.05976,0.22788,-0.0481925,-0.2005289,0.02338667,-1.0149884,0.65892701,0.05163795
ITA03,C_LN,-0.026816,-0.333992,-0.0039951,-0.0875602,0.05147829,-0.5677705,0.07689531,0.02390647
ITA03,F_HN,-0.025928,0.375896,-0.0654422,-0.1136299,-0.0267308,-0.540753,0.02995478,0.0166806
ITA03,G_HP,0.03097,0.358397,-0.0130453,-0.0788703,0.03409849,-0.7091105,0.2044733,0.02380184
ITA03,H_HP,0.035047,0.402316,-0.0804495,-0.2439784,-0.009351,-2.3790762,6.30750219,0.04011282
ITA03,J_Ne,0.012138,-0.327257,-0.0299056,-0.1051723,0.01671868,-0.927969,0.7477085,0.0257148
ITA03,K_Ne,0.008685,-0.374744,-0.0488426,-0.1483895,-0.009351,-1.8035562,3.30133219,0.02814218
ITA03,M_LN,-0.035765,-0.207619,-0.0037546,-0.1831491,0.0688581,-1.4862565,2.48385761,0.05102921
ITA03,N_LN,-0.041439,-0.143037,0.02439381,-0.0701804,0.077548,-0.7695327,0.96574624,0.02696926
ITA03,O_LN,-0.030401,-0.323919,-0.0003522,-0.2092188,0.0688581,-2.1204803,4.94736499,0.05456284
ITA03,P_HP,0.030782,0.39561,-0.087885,-0.2179087,-0.009351,-0.6059396,0.15558095,0.04258914
ITA03,Q_HP,0.036553,0.391552,-0.0962508,-0.2526683,-0.0180409,-1.1569244,1.25964861,0.04968523
ITA03,U_Ne,0.019449,-0.284203,-0.0314024,-0.1483895,0.03409849,-0.6637937,1.20864034,0.03514187
ITA03,V_Ne,0.01329,-0.304694,-0.0291058,-0.2005289,0.01671868,-2.4537152,6.6709656,0.0406346
ITA03,W_HN,-0.050145,0.108443,-0.0698708,-0.1831491,-0.0354207,-1.4106138,3.67935987,0.0223835
ITA04,A1_LP,0.278179,-0.169803,-0.0352058,-0.2549974,0.08285261,-0.8472824,-0.3054645,0.08270803
ITA04,A2_LP,0.332205,-0.053452,-0.0823736,-0.2376718,0.04820132,-0.3161676,-0.6780233,0.07228913
ITA04,A3_LP,0.236646,0.216636,-0.0593802,-0.2030205,0.05686414,-0.4229658,-0.9430251,0.07393315
ITA04,A4_LP,0.335987,-0.058927,-0.0120462,-0.0913567,0.05686414,0.01182332,-0.6202741,0.03181103
ITA04,A_HN,-0.456533,0.096268,-0.0378726,-0.2376718,0.07418979,-0.9430861,-0.0112364,0.08342865
ITA04,B_HN,-0.520965,0.17768,-0.0258931,-0.1337179,0.07418979,-0.0999734,-0.5373028,0.04320101
ITA04,C_LN,-0.233772,-0.260416,-0.0193114,-0.177032,0.10017825,-0.7475652,0.13303438,0.05884536
ITA04,F_HN,-0.226028,0.293089,-0.0497657,-0.2116833,0.05686414,-0.9966227,0.99589757,0.06149335
ITA04,G_HP,0.269981,0.279445,0.00189897,-0.0904038,0.08285261,0.11988572,-0.6202915,0.03788351
ITA04,H_HP,0.305525,0.313689,-0.0684557,-0.2376718,0.05686414,-0.6506882,-0.0846642,0.06451316
ITA04,J_Ne,0.105814,-0.255165,-0.0952191,-0.1849897,0.00488722,0.15280801,-0.6065414,0.04168567
ITA04,K_Ne,0.075716,-0.292191,-0.1474974,-0.2549974,0.03675247,0.63735603,-0.3925789,0.07039062
ITA04,M_LN,-0.311787,-0.161882,-0.0511424,-0.1683692,0.09151543,-0.2450944,0.17639587,0.04688012
ITA04,N_LN,-0.361245,-0.111527,-0.0415594,-0.1943577,0.04820132,-0.6746826,0.4817904,0.04906365
ITA04,O_LN,-0.26502,-0.252562,-0.114799,-0.6274987,0.0395385,-2.0371165,4.27685914,0.1332921
ITA04,P_HP,0.268348,0.30846,-0.0511636,-0.2463346,0.0395385,-1.474565,1.02237479,0.0729802
ITA04,Q_HP,0.318653,0.305296,-0.0367454,-0.1943577,0.04820132,-1.0516094,0.12697843,0.06096472
ITA04,U_Ne,0.169551,-0.221595,-0.0483593,-0.1510436,0.0395385,-0.0907094,-0.9087582,0.04783761
ITA04,V_Ne,0.115858,-0.237572,-0.0547297,-0.1337179,0.05686414,0.34164713,-1.2283854,0.0543506
ITA04,W_HN,-0.437143,0.084554,-0.09107,-0.2203461,0.00488722,-0.3324476,-0.3308521,0.04943614
ITA05,A1_LP,0.389175,-0.126672,0.05251401,-0.1904721,0.19669343,-0.7322631,-0.2159304,0.09283642
ITA05,A2_LP,0.464758,-0.039875,-0.0258515,-0.1992713,0.16149656,0.00631356,0.01926055,0.0710604
ITA05,A3_LP,0.331069,0.161608,-0.0643877,-0.1728737,0.0735044,0.33305736,-0.7946409,0.06161539
ITA05,A4_LP,0.470048,-0.043959,-0.0049244,-0.1376768,0.10870126,-0.264187,-0.6160928,0.06029396
ITA05,A_HN,-0.638693,0.071815,-0.0208341,-0.1552752,0.21429186,0.80308927,0.00080385,0.08459641
ITA05,B_HN,-0.728835,0.132547,0.03386746,-0.1288776,0.22309108,0.35357793,-1.0889409,0.09060321
ITA05,C_LN,-0.327049,-0.194268,0.05478188,-0.146476,0.24068951,-0.1211275,-0.7405317,0.08973819
ITA05,F_HN,-0.316215,0.218641,-0.0680548,-0.1552752,0.04710675,0.40925475,0.07454695,0.0380655
ITA05,G_HP,0.377706,0.208463,-0.0238978,-0.146476,0.14389813,0.451681,-0.4128291,0.06519367
ITA05,H_HP,0.427432,0.234008,-0.0279195,-0.1552752,0.14389813,0.48079618,0.35273871,0.05939981
ITA05,J_Ne,0.148035,-0.190351,0.00760756,-0.1200784,0.18789421,0.35650189,-0.5868591,0.06690195
ITA05,K_Ne,0.105927,-0.217972,-0.1068766,-0.1816729,0.01190988,0.81011981,-0.1036064,0.04628766
ITA05,M_LN,-0.436192,-0.120762,0.08397585,-0.1288776,0.32868167,-0.0373181,-0.6415676,0.09113978
ITA05,N_LN,-0.505385,-0.083198,-0.0178732,-0.1904721,0.19669343,0.46962154,-0.5585221,0.08458439
ITA05,O_LN,-0.370766,-0.188409,-0.0789854,-0.2080705,0.0735044,0.28777171,0.08242891,0.05482826
ITA05,P_HP,0.375421,0.230108,-0.0104423,-0.1288776,0.179095,1.03029339,1.1326629,0.05463827
ITA05,Q_HP,0.445799,0.227748,-0.0305794,-0.1552752,0.1262997,0.4100248,-0.1615169,0.06056223
ITA05,U_Ne,0.237204,-0.165307,0.00983818,-0.1288776,0.24068951,0.85188741,0.03024996,0.08050114
ITA05,V_Ne,0.162086,-0.177226,0.05852489,-0.0848815,0.20549265,0.07197835,-0.7387791,0.06659428
ITA05,W_HN,-0.611566,0.063076,-0.0382083,-0.146476,0.10870126,0.46468166,0.1079863,0.04734199
